human_doc_type,topic_cluster,topic_size,topic_keywords,topic_prob,doc_id,sha256,rel_path,docform_cluster,clean_len,preview,topic_label_human,topic_keep,topic_notes
email_blackmail_social,1,936,"the, is, on, to, of, at, may, and, you, wrote, this, in, information, my, com",1.0,c769e3d00b70a20d99aceeb9,c769e3d00b70a20d99aceeb99ab82d04f246c30aa40bdf418ec4e3ba683b664d,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_031088.txt,c0005,695,"From: Faith Kate \r
Sent: 12/17/2010 1:13:39 PM \r
To: Jeffrey Epstein [jeevacation@gmail.com] \r
Subject: RE: \r
Neither very funny...always ask for the 3 minute version but most of the girls you know haven't spoken for a total of 30 \r
minutes in all the time you knew them... .she is a GREAT girl who is refreshing in this business totally focused and smart. \r
Jeffrey I brought her to a meeting ",,,
email_blackmail_social,1,936,"the, is, on, to, of, at, may, and, you, wrote, this, in, information, my, com",1.0,6e33ea11f2ebb351d70129ae,6e33ea11f2ebb351d70129ae653bc6c88f7981902b614516e5bef1b47fb0eed9,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_033388.txt,c0005,683,"From: jeffrey E. [jeeyacation@gmail.com] \r
Sent: 4/16/2017 3:12:17 PM \r
To: Thorbjon Jagland \r
Subject: Re: \r
Importance: High \r
I'll be better I feel terrible having to cut your stay short. There is much going on . Many investigations will \r
begin \r
On Sun, Apr 16, 2017 at 11:04 AM Thorbjon Jagland < > wrote: \r
Hope you recover quickly. We have had wonderful days. Tell me when you are com",,,
email_blackmail_social,1,936,"the, is, on, to, of, at, may, and, you, wrote, this, in, information, my, com",1.0,649a3246fb04ec9243d58a7e,649a3246fb04ec9243d58a7e146587ed135c6aedf7596e0624be973e60e1c173,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_032835.txt,c0005,581,"From: Nicholas Ribis \r
Sent: 3/19/2019 12:56:20 PM \r
To: 'J Deevacation@gmail.com] \r
Subject: RE: \r
Importance: High \r
Please call me \r
From: J [mailto:jeevacation@gmail.com] \r
Sent: Monday, March 18, 2019 7:44 PM \r
To: Nicholas Ribis \r
Subject: \r
https://www.nytimes.com/2019/03/18/business/trump-deutsche-\r
bank.html?action=click&module=Top%20Stories&pgtype=Homepage \r
please note \r
Th",,,
email_blackmail_social,1,936,"the, is, on, to, of, at, may, and, you, wrote, this, in, information, my, com",1.0,a8dda13c44268bfbb1ea4b92,a8dda13c44268bfbb1ea4b92ad2b50c7c17ee70ae72138640a292a3aa8349106,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_033133.txt,c0005,477,"From: J [jeevacation@gmail.com] \r
Sent: 10/5/2018 1:51:39 PM \r
To: Weingarten, Reid_____________ \r
Subject: Re: Re: \r
On Fri, Oct 5, 2018 at 9:48 AM Weingarten, Reid > wrote: \r
Finally read the nytimes piece closely....with all due respect I am guessing you are wrong in dismissing/trivializing \r
it....seems there are some hard facts that are very difficult for the big guy to explain \r
From:",,,
email_blackmail_social,1,936,"the, is, on, to, of, at, may, and, you, wrote, this, in, information, my, com",1.0,d3ae3e65ed1a72f71e454ee6,d3ae3e65ed1a72f71e454ee62d1172ed2e3a6ea4f427bd52eef13c009f46c39d,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_031134.txt,c0005,709,"From: Faith Kates \r
Sent: 6/24/2016 10:49:32 AM \r
To: jeffrey E. [jeeyacation@gmail.com] \r
Subject: Re: \r
Is this the right # says its disconnected \r
Sent from my iPhone \r
On Jun 24, 2016, at 6:46 AM, jeffrey E. <jeevacation@gmail.com> wrote: \r
5616557625 \r
On Friday, 24 June 2016, Faith Kates < > wrote: \r
Where are you? Not answering your cell \r
What the f... Does going to open lk down ",,,
email_blackmail_social,1,936,"the, is, on, to, of, at, may, and, you, wrote, this, in, information, my, com",1.0,32adaa2f4caa09926ab1c9a4,32adaa2f4caa09926ab1c9a42424e9ca5431ab19dc4c9d8e0563c05b490c7a08,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_032994.txt,c0005,701,"From: jeffrey E. [jeevacation@gmail.com] \r
Sent: 4/10/2017 10:41:00 AM \r
To: Joshua Cooper Ramo \r
Subject: Re: \r
Very \r
On Mon, Apr 10, 2017 at 5:29 AM Joshua Cooper Ramo <______________ \r
In Europe. You well? \r
On Sun, Apr 9, 2017 at 00:46 jeffrey E. <jeevacation@gmail.com> wrote: \r
are you playing a part in the xi trump. fun \r
please note \r
The information contained in this communicati",,,
email_blackmail_social,1,936,"the, is, on, to, of, at, may, and, you, wrote, this, in, information, my, com",1.0,7b6eb96fd5317287539a7d3e,7b6eb96fd5317287539a7d3e1425236a0a9f6b6828679daa8e3bbd0c0d226b70,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_027059.txt,c0005,503,"From: Jean Luc Brunel \r
Sent: 1/1/2013 12:51:25 AM \r
To: jeeyacation@gmail.com \r
Subject: Re: Fw: Fwd: Happy new year! \r
Importance: High \r
Saved for 2012 but I can start to look for baby clothes if the wish turns into reality. Or would you stick with RL baby \r
around the corner? Forgot that you r planning everything \r
I will send you picture of the Burmese girl. Very pretty She is the star",,,
email_blackmail_social,1,936,"the, is, on, to, of, at, may, and, you, wrote, this, in, information, my, com",1.0,86f60398d4e9bcbb7228cd42,86f60398d4e9bcbb7228cd428ce991e7c92204fb717de94cc4c464f972128b6c,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_021399.txt,c0005,521,"From: jeffrey epstein [jeeyacation@gmail.com] \r
Sent: 3/3/2011 5:54:10 PM \r
To: Martin Weinberg Esq \r
Subject: Fwd: From Alexandra Wolfe \r
Privileged - Redacted \r
Begin forwarded message: \r
From: ""Peggy Siegal"" < \r
Date: March 2, 2011 3:19:39 PM PST \r
To: <jeevacation@gmail.com> \r
Subject: From Alexandra Wolfe \r
• Darren Indyke [1111111111111.1111111111, \r
Here are some questions. Thank",,,
email_blackmail_social,1,936,"the, is, on, to, of, at, may, and, you, wrote, this, in, information, my, com",1.0,90ce00b9330b867498fcd82d,90ce00b9330b867498fcd82d335f218358d5d63e60ad0ec685fc102d2bc5fbb4,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_030797.txt,c0005,483,"From: jeffrey E. [jeevacation@gmail.com] \r
Sent: 8/20/2018 2:34:11 AM \r
To: Steve Bannon \r
Subject: Re: Steve Bannon says GOP must rally behind Trump to survive I News & Observer \r
any ideas ? \r
On Sun, Aug 19, 2018 at 10:28 PM, Steve Bannon \r
Exactly \r
wrote: \r
But somebody big has u in the gunsights \r
On Aug 19, 2018, at 10:27 PM, jeffrey E. <jeevacation@gmail.com> wrote: \r
yes . no wo",,,
email_blackmail_social,1,936,"the, is, on, to, of, at, may, and, you, wrote, this, in, information, my, com",1.0,f04998f3bf80a7086827b789,f04998f3bf80a7086827b7895b84a541ccfea3c97bc3889a9b7bdd499ff2f037,TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_032798.txt,c0005,487,"From: Weingarten, Reid \r
Sent: 8/22/2018 3:30:53 PM \r
To: jeffrey E. [jeeyacation@gmail.com] \r
Subject: Re: \r
Importance: High \r
Do you have 5 minutes today? You could actually help me on something I think...(mizrahi bank wants to hire \r
me) \r
Sent from my BlackBerry 10 smartphone. \r
From: Jeffrey E. \r
Sent: Tuesday, August 21, 2018 6:38 PM \r
To: Weingarten, Reid \r
Subject: Re: \r
david",,,
